@relation SampleTrainData

@attribute avgSpeed numeric
@attribute avgAcc numeric
@attribute maxSpeed numeric
@attribute minSpeed numeric
@attribute 'transportation mode' {Stationary,Walking,Bicycle,Bus,Train,Car}

@data
0.016373,0.039974,0.018564,0.003134,Stationary
5.896664,0.35338,5.459667,0.724559,Walking
13.749986,0.841085,33.894945,4.204269,Bicycle
54.280719,2.640608,76.433305,3.716963,Bus
104.206987,0.48573,136.536302,19.037572,Train
92.611459,1.120554,135.014559,6.852504,Car
0.012638,0.040664,0.014443,0.00755,Stationary
5.116947,0.500416,9.934456,1.191017,Walking
19.884047,0.848036,20.430916,3.714489,Bicycle
31.325401,2.8455,65.504001,11.975015,Bus
77.898936,0.344092,95.50847,1.013452,Train
46.691185,2.522896,78.01875,8.379441,Car
0.016427,0.038252,0.014184,0.013802,Stationary
8.809934,0.515152,9.351243,1.390921,Walking
21.601656,0.850322,6.825681,0.202628,Bicycle
54.841829,1.519856,76.912588,10.36867,Bus
58.377626,0.669823,140.912217,12.069692,Train
75.104822,2.808009,103.076172,8.398773,Car
0.017699,0.02888,0.010296,0.013628,Stationary
7.546625,0.339384,12.831158,0.125075,Walking
14.38622,0.661779,20.729017,3.031968,Bicycle
31.093738,2.63953,70.49558,11.514788,Bus
60.882894,0.652373,143.06395,1.654288,Train
60.827469,2.248766,80.574318,23.421617,Car
0.017427,0.024216,0.015422,0.010987,Stationary
4.310797,0.230361,5.176554,0.068053,Walking
20.269462,0.982817,26.127698,1.294909,Bicycle
46.581222,2.428177,66.923986,13.130225,Bus
77.414058,0.606847,132.257996,21.203834,Train
90.980662,2.617606,139.50446,14.96867,Car
0.010997,0.041337,0.016997,0.003738,Stationary
4.510823,0.414799,6.890473,0.446265,Walking
20.257585,0.808143,15.775204,0.863807,Bicycle
30.887676,1.097572,62.218634,9.672772,Bus
83.217579,0.901488,122.803083,9.457075,Train
86.432748,2.051845,111.866475,4.478578,Car
0.015691,0.021517,0.013906,0.012432,Stationary
4.125846,0.578967,11.941936,0.709715,Walking
18.499535,1.034647,12.517186,1.678558,Bicycle
44.310312,2.944168,78.211022,11.12468,Bus
63.566944,0.897442,119.153563,29.420881,Train
56.610152,2.389735,78.249448,19.149402,Car
0.019677,0.046849,0.017696,0.017746,Stationary
5.469941,0.30309,12.650178,0.546844,Walking
14.493829,1.06818,23.966739,3.681712,Bicycle
54.412297,2.263881,70.13026,8.134615,Bus
80.880738,0.677763,105.918319,12.214433,Train
60.746727,1.682072,138.573731,23.902542,Car
0.016924,0.020461,0.011101,0.007744,Stationary
5.446519,0.357356,7.386814,0.950448,Walking
19.618752,1.162898,27.278862,2.925832,Bicycle
38.265135,2.964127,63.015307,3.102335,Bus
93.069951,0.754824,138.46548,17.737686,Train
48.053598,0.744494,138.710042,3.379349,Car
0.012437,0.034706,0.019641,0.009509,Stationary
7.111948,0.218255,12.597716,0.644223,Walking
19.115488,0.817493,7.344476,0.273598,Bicycle
28.08961,2.469184,53.412604,10.317448,Bus
58.422685,0.765188,106.234754,15.405462,Train
81.96014,2.639612,88.310834,8.602575,Car
0.01635,0.023815,0.015556,0.013174,Stationary
8.027926,0.204521,11.045782,0.058653,Walking
17.542345,1.072424,0.222441,3.197276,Bicycle
49.651472,2.588216,59.22028,10.074024,Bus
101.773941,0.607786,140.537639,16.695884,Train
60.252617,2.19816,119.476904,20.157923,Car
0.014465,0.053941,0.014164,0.008886,Stationary
6.794033,0.235558,5.717182,0.740025,Walking
20.371271,0.674829,33.7836,4.705412,Bicycle
38.508788,2.734275,57.601774,12.088884,Bus
123.03658,0.801498,93.33987,7.403893,Train
86.692324,2.853445,132.846616,3.933227,Car
0.010726,0.050838,0.017288,0.003589,Stationary
7.527206,0.538328,8.497919,0.748633,Walking
20.728131,0.9924,13.494661,3.127011,Bicycle
31.769694,2.724759,74.63416,5.096248,Bus
124.122428,0.481688,95.690122,9.913619,Train
54.410399,1.171426,111.01893,18.317629,Car
0.019072,0.045688,0.011601,0.016665,Stationary
7.300169,0.466747,10.039101,1.076422,Walking
13.008568,0.813425,22.543739,4.826181,Bicycle
52.241916,0.92609,68.541512,4.035606,Bus
67.686372,0.998925,142.412105,11.641664,Train
89.846182,2.606475,82.025687,21.680109,Car
0.011658,0.037899,0.015321,0.016657,Stationary
4.105047,0.318607,12.560375,1.497321,Walking
21.990687,0.665555,1.825679,4.466449,Bicycle
29.169703,2.16836,61.274872,7.4511,Bus
84.634247,0.979206,136.490644,19.817496,Train
92.878813,2.189002,110.376664,17.826848,Car
0.014863,0.042791,0.015604,0.00443,Stationary
5.595889,0.247984,5.466226,1.235648,Walking
13.65303,0.667426,4.927536,2.429416,Bicycle
28.965283,1.690419,73.386738,10.776269,Bus
74.251182,0.486061,156.593104,8.695006,Train
56.163859,2.049062,76.315952,3.791575,Car
0.013685,0.023616,0.013326,0.011748,Stationary
5.437525,0.423818,7.511414,0.523159,Walking
23.150239,0.511483,28.157348,1.284542,Bicycle
41.108926,1.187294,59.03665,6.128991,Bus
67.268318,0.544323,165.248901,19.579519,Train
53.180713,2.622119,61.361098,15.378584,Car
0.010437,0.058493,0.018677,0.005295,Stationary
6.939082,0.438138,9.69932,0.562693,Walking
21.5044,0.827782,7.9292,1.344952,Bicycle
42.046981,2.081039,51.338023,1.324383,Bus
98.415991,0.585941,151.729603,29.359251,Train
103.643717,2.226633,81.493084,0.516968,Car
0.014429,0.055653,0.015593,0.016976,Stationary
5.960976,0.355739,9.680886,0.886651,Walking
18.202358,1.143964,24.808185,1.004762,Bicycle
47.8422,2.061813,79.223544,11.108974,Bus
84.203289,0.750694,138.779043,16.438395,Train
77.463179,1.08119,112.137244,22.318102,Car
0.012588,0.048183,0.017561,0.010579,Stationary
8.577942,0.544397,12.484618,0.917651,Walking
13.015894,0.653987,11.888405,1.205111,Bicycle
29.485288,0.932714,69.140716,1.067837,Bus
118.849253,0.444933,142.350896,27.469628,Train
40.16374,1.968471,139.995064,0.911154,Car
0.018864,0.057557,0.016649,0.015653,Stationary
7.941066,0.380543,10.20876,0.316808,Walking
24.727289,1.100774,16.286402,3.425022,Bicycle
43.213152,0.616032,54.365005,0.242588,Bus
124.949739,0.516572,152.213389,16.699426,Train
57.28338,2.487814,136.037015,23.52522,Car
0.011346,0.035407,0.017,0.016435,Stationary
8.580479,0.442468,8.407554,1.439,Walking
13.683394,1.162606,30.268945,1.008443,Bicycle
50.309812,1.467956,76.067389,9.775084,Bus
113.741726,0.895957,105.82126,4.224213,Train
44.839607,0.78811,73.891371,10.437243,Car
0.013657,0.045124,0.010148,0.015482,Stationary
4.414089,0.450571,7.332752,0.799397,Walking
20.722425,0.962576,15.729152,1.993706,Bicycle
25.997303,1.003848,66.660867,10.169883,Bus
66.505333,0.399336,129.60629,24.439182,Train
38.91497,2.607853,106.963222,9.580525,Car
0.016019,0.030069,0.01671,0.001348,Stationary
8.942169,0.456583,8.875657,0.983333,Walking
22.565398,0.542862,20.048162,2.238307,Bicycle
47.519626,2.395686,58.264162,13.097223,Bus
74.584384,0.606983,102.269052,13.102886,Train
38.866761,2.135236,95.850141,22.018743,Car
0.017015,0.048229,0.011512,0.013779,Stationary
8.823562,0.221581,6.41976,1.033216,Walking
20.865293,1.038217,10.764139,1.373337,Bicycle
33.665799,1.099828,75.713372,3.224335,Bus
109.234634,0.43212,162.949045,4.797953,Train
49.97699,2.875475,135.207922,24.764922,Car
0.017612,0.038335,0.015391,0.0152,Stationary
7.874173,0.493813,12.210823,1.191586,Walking
20.936902,0.997343,7.528884,1.617624,Bicycle
44.455188,1.748073,72.57122,13.368428,Bus
101.0331,0.665094,116.106163,23.038885,Train
43.319036,1.644568,90.123781,19.212051,Car
0.014844,0.059751,0.018544,0.013425,Stationary
8.538481,0.217065,6.557953,1.280996,Walking
17.395558,1.096324,29.403737,2.007591,Bicycle
49.846999,0.50667,68.913109,9.574939,Bus
71.446206,0.758591,94.871175,21.025069,Train
89.597437,0.870134,135.969512,10.314342,Car
0.011248,0.035111,0.011497,0.006479,Stationary
4.127318,0.300926,8.03174,0.212724,Walking
20.692336,1.026951,16.366847,4.373745,Bicycle
49.115477,2.305419,79.898557,11.873718,Bus
114.444323,0.649127,81.898563,21.583028,Train
77.298893,2.527473,119.55577,24.658154,Car
0.019778,0.027735,0.017043,0.005685,Stationary
4.626359,0.261469,11.41186,0.405782,Walking
13.62016,0.723016,24.074882,4.856685,Bicycle
36.641605,2.568733,72.725727,6.849887,Bus
73.805908,0.515767,149.972354,29.35516,Train
68.287528,2.507322,90.681715,18.462233,Car
0.01688,0.020145,0.018979,0.005326,Stationary
7.39671,0.5865,6.866836,0.090292,Walking
13.68741,1.187614,25.414419,0.430019,Bicycle
35.007898,2.362501,60.552577,11.674761,Bus
115.847467,0.847073,103.948195,18.499551,Train
37.226366,2.978302,90.583202,13.483393,Car
0.014219,0.023579,0.019934,0.016933,Stationary
8.627781,0.335929,9.178006,0.131908,Walking
21.30957,0.90279,19.570163,1.682165,Bicycle
41.012049,1.761854,53.09294,2.483914,Bus
101.227588,0.904756,94.317161,21.855327,Train
52.42454,2.419557,96.871716,24.247194,Car
0.010721,0.059019,0.013266,0.019932,Stationary
6.128035,0.374241,7.799312,1.112006,Walking
14.00007,0.783443,29.296747,4.834421,Bicycle
25.559208,1.422779,67.113979,6.319866,Bus
56.483004,0.590911,142.528041,28.777425,Train
57.257678,2.849583,99.570387,1.009845,Car
0.01273,0.03752,0.01995,0.001804,Stationary
5.786356,0.457752,5.854332,0.729535,Walking
21.781407,0.67405,13.641015,4.766868,Bicycle
26.868341,1.197777,62.438209,7.177439,Bus
89.685877,0.302896,150.403476,5.887255,Train
36.663948,2.28473,102.101774,5.42098,Car
0.013404,0.056594,0.012935,0.01469,Stationary
8.650001,0.556707,9.559667,0.418027,Walking
22.31166,0.925815,10.837672,3.096347,Bicycle
51.268822,2.926243,52.481571,3.530903,Bus
112.2121,0.666182,124.171827,28.632326,Train
36.826201,1.976936,93.79209,14.684287,Car
0.013488,0.040499,0.013566,0.003295,Stationary
4.0646,0.435691,7.810735,1.468732,Walking
13.46156,0.977912,14.483584,3.567158,Bicycle
48.770495,2.615885,63.520345,7.187761,Bus
86.486129,0.648633,168.59909,2.52376,Train
88.170064,2.539517,96.757386,0.884864,Car
0.010332,0.042486,0.018601,0.003605,Stationary
4.961601,0.562127,8.67395,1.330256,Walking
18.789458,1.027492,3.706414,4.44157,Bicycle
29.247967,1.819482,58.523765,2.839686,Bus
122.934494,0.615898,114.625446,1.766363,Train
49.380409,0.632837,74.173144,23.123313,Car
0.012491,0.040332,0.010534,0.019651,Stationary
8.516896,0.364908,6.874416,1.20363,Walking
16.615237,0.745221,11.723193,0.323634,Bicycle
46.819223,2.254012,57.116089,13.351007,Bus
105.756068,0.621142,99.575982,18.198841,Train
99.797013,2.429994,83.761379,20.759771,Car
0.014983,0.030204,0.01003,0.005084,Stationary
8.49146,0.580938,11.195018,0.772365,Walking
16.27464,0.866083,24.03475,1.317452,Bicycle
33.090205,1.352838,65.193314,6.778208,Bus
65.455757,0.328973,143.972921,19.881513,Train
53.900484,0.703151,129.264832,11.165778,Car
0.017106,0.031794,0.013494,0.004578,Stationary
7.140488,0.371163,11.51236,0.012227,Walking
14.466876,0.578601,14.913595,3.730161,Bicycle
33.700961,1.780438,61.978812,11.172276,Bus
57.606276,0.634283,95.865478,14.908363,Train
45.332297,2.627937,122.735974,18.597022,Car
0.011367,0.032469,0.012505,0.017639,Stationary
8.926443,0.420899,11.343437,0.542392,Walking
13.404402,0.734886,19.303682,4.475884,Bicycle
28.810708,2.556194,66.641242,6.811023,Bus
72.049687,0.781615,144.429719,5.399408,Train
100.396275,1.569003,133.870464,13.485677,Car
0.015599,0.058004,0.012751,0.000427,Stationary
4.701728,0.564313,12.066725,0.003089,Walking
21.929908,1.194406,11.517519,4.041749,Bicycle
52.165523,0.757692,51.048567,0.825375,Bus
79.918162,0.357689,101.727439,11.80453,Train
79.060932,2.116181,65.166933,22.269352,Car
0.011519,0.041357,0.013463,0.010506,Stationary
5.222236,0.43559,10.812856,0.616401,Walking
17.437093,0.900639,21.623259,1.033026,Bicycle
42.207553,2.861633,52.906495,12.912938,Bus
108.302745,0.473773,133.291445,21.499293,Train
36.006133,1.411563,130.614265,7.127131,Car
0.012343,0.034547,0.015554,0.006076,Stationary
8.358436,0.479779,12.219361,1.329144,Walking
20.071765,0.913169,11.428374,2.514753,Bicycle
43.369484,1.811944,50.839334,6.240719,Bus
59.579505,0.458298,121.801239,13.037055,Train
43.11344,1.132996,112.928209,13.353717,Car
0.011237,0.052997,0.01623,0.008116,Stationary
8.183223,0.562433,7.960768,1.34485,Walking
19.098972,1.095287,26.540233,0.106347,Bicycle
43.235395,0.773604,76.608074,2.44785,Bus
103.722162,0.374724,136.216661,23.946018,Train
74.918295,0.663149,105.751986,15.652165,Car
0.016074,0.038671,0.014566,0.012005,Stationary
8.556378,0.54742,9.243444,0.101447,Walking
23.465687,0.999379,23.738001,1.794841,Bicycle
49.733515,2.297908,50.923102,12.092583,Bus
111.749595,0.944718,86.409558,25.201703,Train
96.294612,2.811961,84.445624,22.840319,Car
0.013691,0.053914,0.010643,0.010118,Stationary
4.167417,0.474001,12.751625,1.267509,Walking
14.857,0.541164,0.707125,0.531868,Bicycle
29.335228,1.862872,61.237612,14.825421,Bus
116.809016,0.614836,88.347227,0.206138,Train
64.018626,2.746501,73.522907,11.896423,Car
0.01225,0.040732,0.014607,0.019901,Stationary
6.256262,0.59372,6.095938,0.021251,Walking
13.661476,1.16818,4.081707,4.242496,Bicycle
41.500341,2.764556,55.937533,8.472369,Bus
86.23362,0.559237,107.78637,22.639194,Train
86.431207,2.064269,63.700624,3.664844,Car
0.013803,0.032652,0.017395,0.01367,Stationary
8.906589,0.497719,10.810162,0.390245,Walking
17.158488,0.635737,14.495474,3.54478,Bicycle
44.020958,1.800587,57.675853,10.435325,Bus
98.237312,0.487265,116.139252,20.911121,Train
93.401108,2.344979,107.64117,3.344667,Car
0.014869,0.054688,0.017781,0.002477,Stationary
8.222315,0.24382,10.086716,0.824224,Walking
20.958512,1.101789,21.64999,3.269336,Bicycle
40.780435,2.88947,71.938171,8.365325,Bus
105.88835,0.315257,134.378782,21.611388,Train
48.418886,0.965382,80.764129,16.626939,Car
0.01656,0.050075,0.012569,0.015388,Stationary
6.973644,0.249336,5.153017,1.448688,Walking
16.411627,0.736375,19.3803,4.302217,Bicycle
43.93152,0.638342,55.69094,13.669931,Bus
71.48479,0.59208,140.830183,3.55719,Train
68.069686,0.660215,112.945153,15.080423,Car
0.019721,0.052263,0.018169,0.005769,Stationary
7.994828,0.285147,12.778966,1.192471,Walking
17.143312,0.606527,23.049925,0.45208,Bicycle
36.035221,1.447979,76.89911,10.021703,Bus
116.192753,0.999912,152.276319,2.255552,Train
99.660186,0.768387,71.977582,12.540697,Car
0.018844,0.039283,0.010138,0.005886,Stationary
5.651578,0.479091,9.72703,0.675945,Walking
13.290632,1.007255,7.987226,2.193389,Bicycle
54.311541,1.881706,55.850667,11.466774,Bus
115.52241,0.630507,145.394544,8.675745,Train
47.56915,0.59932,115.46923,20.714864,Car
0.012729,0.033803,0.010033,0.009223,Stationary
5.375883,0.518261,12.981953,1.106545,Walking
18.994342,0.954179,12.551151,3.648654,Bicycle
45.719047,2.249919,50.774997,8.853447,Bus
125.708085,0.61568,163.837546,9.310477,Train
37.56103,2.320166,139.836922,7.089593,Car
0.016418,0.038194,0.010728,0.013819,Stationary
4.466619,0.48358,12.616096,0.347544,Walking
21.081022,0.623249,29.251638,0.134988,Bicycle
33.705864,2.906918,72.845756,5.991506,Bus
70.691339,0.729288,130.186907,23.53303,Train
103.373929,1.028379,109.799536,20.023151,Car
0.016402,0.028546,0.011061,0.004595,Stationary
8.084536,0.386952,12.351423,0.286853,Walking
18.183462,0.971904,2.085371,4.308434,Bicycle
31.782051,1.954552,55.865151,12.456893,Bus
114.870529,0.329715,100.945809,7.769888,Train
41.140325,2.33603,135.809176,0.595504,Car
0.017348,0.041187,0.017013,0.00096,Stationary
8.240466,0.432074,5.59055,0.009717,Walking
21.421392,1.11256,10.359992,3.614074,Bicycle
30.08203,0.695198,59.793775,7.796518,Bus
107.232105,0.918445,154.834751,2.673549,Train
67.648029,1.400124,61.46646,9.791714,Car
0.016236,0.049616,0.017777,0.014192,Stationary
8.500419,0.510956,11.30763,0.318628,Walking
20.740081,0.552871,16.722179,4.706159,Bicycle
31.05397,2.267733,55.953797,5.582006,Bus
91.93521,0.723438,149.258463,4.772034,Train
50.941977,2.17876,96.49454,10.202957,Car
0.017195,0.031964,0.018942,0.011588,Stationary
4.22343,0.480243,8.744724,0.275716,Walking
19.35074,0.792371,7.581914,2.556728,Bicycle
44.615182,1.633792,67.050496,2.966976,Bus
87.068012,0.81339,95.96986,23.299918,Train
101.278716,1.638351,119.1726,18.56124,Car
0.011389,0.047413,0.013418,0.011099,Stationary
6.120847,0.226436,12.984092,1.390777,Walking
19.813114,0.698889,24.609839,0.531929,Bicycle
40.042745,2.217635,79.422015,12.170173,Bus
99.996793,0.5911,119.732402,18.121067,Train
91.897624,2.38187,110.603002,13.571074,Car
0.01115,0.025255,0.011811,0.015295,Stationary
5.948233,0.385072,9.341774,0.517213,Walking
15.405357,0.80571,5.263087,0.212534,Bicycle
31.570928,2.228315,52.839963,10.79858,Bus
105.0153,0.314269,110.632259,26.413075,Train
85.025248,1.136021,75.645777,17.863646,Car
0.012838,0.027346,0.017589,0.004762,Stationary
7.69493,0.34189,12.129035,0.574541,Walking
22.703331,0.746668,24.437395,1.072675,Bicycle
51.512361,1.081661,75.282223,5.325823,Bus
62.762738,0.722827,161.475968,20.36149,Train
49.562871,1.147352,67.678324,19.268823,Car
0.012383,0.057087,0.010662,0.013677,Stationary
4.942868,0.379876,5.675491,1.363895,Walking
24.0948,1.02737,7.413487,3.360554,Bicycle
28.003286,1.520935,71.714248,0.023697,Bus
120.14721,0.544587,93.086933,10.389681,Train
36.992149,1.164275,120.23949,4.297924,Car
0.017205,0.029077,0.016558,0.004544,Stationary
6.535117,0.256077,6.513324,0.736951,Walking
21.197718,1.130979,24.82846,0.824338,Bicycle
51.985466,1.014277,51.067003,4.399595,Bus
66.204348,0.622214,134.304928,2.506999,Train
103.458437,2.220976,63.062339,17.294867,Car
0.017617,0.058546,0.012898,0.010193,Stationary
5.140375,0.243295,11.004216,0.199126,Walking
22.313898,1.194745,32.523764,2.218527,Bicycle
39.622659,1.080972,53.192396,3.112848,Bus
65.316344,0.46061,130.528281,26.203346,Train
90.997105,2.373125,64.016938,18.904394,Car
0.013599,0.059455,0.013434,0.000568,Stationary
7.194874,0.32873,9.998604,0.52431,Walking
24.490156,1.168929,18.594952,2.62866,Bicycle
52.079056,1.456436,72.609655,14.096539,Bus
63.229925,0.330396,166.807398,22.497761,Train
71.429147,2.947925,139.289541,21.151352,Car
0.013362,0.043166,0.013078,0.005065,Stationary
8.409003,0.525114,6.817074,1.263401,Walking
14.065512,0.746553,4.905131,2.821378,Bicycle
42.161847,1.995061,69.475132,2.218654,Bus
118.082346,0.533955,115.189223,6.5921,Train
66.298204,1.79384,142.404863,15.304311,Car
0.016106,0.023026,0.01719,0.007099,Stationary
4.976444,0.478676,8.252268,1.410554,Walking
21.679766,0.792407,4.460663,3.111367,Bicycle
25.967494,1.890221,65.134477,9.776476,Bus
123.023431,0.377243,127.466634,21.163358,Train
104.033046,1.037352,104.328835,5.086805,Car
0.01181,0.053605,0.010956,0.013903,Stationary
8.99186,0.484011,9.621239,0.617458,Walking
15.864279,1.007641,26.127982,4.618164,Bicycle
51.010859,2.749722,79.590826,3.449574,Bus
62.844291,0.620308,140.251774,3.795221,Train
36.94015,0.944936,85.505456,20.903575,Car
0.017619,0.031839,0.010922,0.002117,Stationary
8.908746,0.298831,11.886484,0.20279,Walking
19.519276,1.116239,12.580587,0.256334,Bicycle
31.213651,1.743179,71.890821,1.442047,Bus
122.197157,0.589035,125.853097,18.096635,Train
56.366296,0.57268,108.043081,23.620326,Car
0.010859,0.05656,0.017289,0.00403,Stationary
6.625581,0.381887,8.372094,1.179605,Walking
13.274984,0.601115,26.520494,2.44018,Bicycle
44.685047,1.378011,53.433254,6.076483,Bus
61.680432,0.975426,167.229695,23.791738,Train
70.655473,2.315128,96.367497,12.266875,Car
0.014459,0.027878,0.016477,0.00394,Stationary
4.091968,0.391465,11.593585,1.478165,Walking
24.048386,0.558517,33.445494,3.13398,Bicycle
46.718025,2.969731,78.750553,0.974165,Bus
111.897141,0.32573,117.815782,5.455002,Train
80.403656,1.251725,107.432823,8.28734,Car
0.01728,0.041722,0.013787,0.014803,Stationary
4.526043,0.231799,10.669906,0.971691,Walking
22.545454,0.799908,10.448528,2.571986,Bicycle
52.450153,1.38785,60.633793,4.237836,Bus
77.260078,0.744258,138.777578,24.322777,Train
77.949458,2.583245,61.03715,8.555049,Car
0.011086,0.032425,0.017273,0.001575,Stationary
4.530319,0.520755,12.795154,0.159209,Walking
15.072112,1.196249,34.195217,1.681794,Bicycle
47.615747,1.243209,70.300162,2.773364,Bus
123.948216,0.341748,145.762047,13.996079,Train
104.84467,0.736509,115.802021,10.66677,Car
0.011024,0.044419,0.018335,0.008104,Stationary
4.932347,0.326486,5.905729,1.249648,Walking
15.110213,1.122596,5.393811,2.569583,Bicycle
31.470128,2.968011,57.219616,6.756397,Bus
111.238337,0.474197,144.481226,3.025602,Train
82.690974,2.933243,144.41306,23.962434,Car
0.019615,0.037569,0.016449,0.015374,Stationary
5.965775,0.583012,11.171651,0.797559,Walking
23.035791,0.679189,13.977922,2.375327,Bicycle
39.80116,2.571298,52.015265,7.851352,Bus
80.770066,0.325069,119.122148,12.320231,Train
41.025662,1.999488,67.442088,18.553845,Car
0.013792,0.05481,0.012755,0.000985,Stationary
4.872834,0.470227,7.512886,1.393639,Walking
16.776598,1.059886,6.198864,0.924682,Bicycle
34.067153,1.573579,76.805891,5.878586,Bus
86.935607,0.510777,108.710675,0.219854,Train
51.276846,2.963447,123.421202,18.7249,Car
0.01666,0.040841,0.018,0.005987,Stationary
5.867872,0.564916,6.045997,0.506576,Walking
22.080408,0.545753,14.575488,1.87892,Bicycle
45.148556,2.849988,56.233161,9.371676,Bus
120.207927,0.537196,167.328609,27.024629,Train
94.329239,2.795032,97.925464,19.027438,Car
0.017801,0.050049,0.012964,0.005846,Stationary
4.382013,0.377342,9.98725,0.012523,Walking
23.08307,0.867437,28.870352,4.34354,Bicycle
44.030704,0.702607,60.961909,11.396069,Bus
97.47196,0.668657,103.772445,16.773683,Train
71.795354,0.672182,110.882431,24.018822,Car
0.014206,0.044385,0.011143,0.005949,Stationary
4.042061,0.311816,6.057466,0.468903,Walking
24.959171,0.765692,19.255608,3.257599,Bicycle
37.693035,1.47486,57.541324,11.717507,Bus
116.856723,0.662835,156.12338,4.795743,Train
96.24092,1.717236,113.767826,6.02941,Car
0.019213,0.041776,0.012766,0.007342,Stationary
4.830475,0.32135,9.769185,1.034741,Walking
18.051822,1.127706,29.596027,2.970594,Bicycle
35.965025,2.579521,75.263328,0.904311,Bus
113.213673,0.791382,160.104422,21.354957,Train
67.709025,2.023774,81.173838,15.264398,Car
0.012984,0.023084,0.016011,0.01584,Stationary
7.285018,0.545174,9.988809,0.61336,Walking
17.319514,0.781053,19.598564,2.654383,Bicycle
27.915057,1.510538,62.37582,14.85597,Bus
77.215292,0.598065,151.86937,6.386588,Train
40.942519,2.126697,101.78818,18.513351,Car
0.013521,0.035461,0.011116,0.019662,Stationary
5.293847,0.266677,6.230608,1.497909,Walking
21.411918,0.701826,2.699471,4.657518,Bicycle
42.259505,2.64204,67.867874,7.674339,Bus
58.601706,0.958045,105.2109,26.563236,Train
91.007207,2.925348,73.401059,12.050219,Car
0.01208,0.053053,0.011058,0.001303,Stationary
4.458312,0.462073,8.182254,0.411908,Walking
18.992585,0.843153,27.284231,4.697566,Bicycle
47.902565,2.935005,59.834789,8.435618,Bus
114.11467,0.827237,93.229234,11.240351,Train
59.497921,2.559094,138.040959,0.046913,Car
0.014154,0.051983,0.012376,0.017953,Stationary
7.946463,0.319494,7.145054,1.095949,Walking
23.210559,0.606894,11.905034,3.103816,Bicycle
48.349846,0.841893,78.744764,14.258633,Bus
113.201791,0.867062,169.706814,22.52773,Train
92.153928,2.476723,101.070107,24.74906,Car
0.019863,0.042125,0.014068,0.018937,Stationary
8.807282,0.400482,5.710441,0.063996,Walking
20.033053,1.044197,9.142837,4.730169,Bicycle
38.857716,1.81542,75.68309,10.444448,Bus
59.615921,0.850545,166.604494,16.89763,Train
97.595319,2.025149,136.940808,15.675884,Car
0.018325,0.032231,0.016681,0.005996,Stationary
7.725991,0.507443,8.846927,0.815172,Walking
24.170772,1.164254,4.899884,2.150492,Bicycle
53.76481,2.423397,59.498407,3.686798,Bus
111.97715,0.900765,146.974759,27.718164,Train
37.644223,1.403848,109.582643,23.90592,Car
0.018024,0.037242,0.018163,0.019563,Stationary
6.83992,0.551086,12.797738,0.965781,Walking
17.510235,1.182492,11.935258,2.955438,Bicycle
53.495492,1.842148,61.240442,2.861179,Bus
91.051253,0.973758,161.749853,27.538673,Train
65.020045,0.607839,124.366758,9.632493,Car
0.015482,0.035058,0.016571,0.006652,Stationary
8.824139,0.491826,8.777726,1.257712,Walking
21.166722,1.156362,1.419667,3.679733,Bicycle
26.854331,2.831254,60.08675,0.712381,Bus
118.640749,0.88858,105.604402,15.03222,Train
54.52025,2.098842,125.950061,21.616306,Car
0.012656,0.027159,0.010159,0.0194,Stationary
5.0416,0.458082,11.563123,1.325855,Walking
21.536125,0.586276,30.992436,3.736216,Bicycle
47.399204,2.964797,50.334958,12.96542,Bus
109.72832,0.308821,151.953802,29.353852,Train
87.389502,1.266824,129.615678,2.570944,Car
0.019103,0.027855,0.019618,0.015132,Stationary
8.561134,0.304998,7.701871,1.338445,Walking
24.340194,0.551072,32.242232,4.326278,Bicycle
28.930201,2.555287,68.567149,11.54057,Bus
92.788109,0.68613,104.321754,6.105349,Train
72.066568,2.500886,142.077437,9.331494,Car
0.010985,0.04952,0.014229,0.009403,Stationary
8.931944,0.408189,10.057828,0.660496,Walking
18.943069,1.147144,28.558463,3.680463,Bicycle
28.018607,1.696187,53.458985,10.149749,Bus
121.251502,0.825023,88.39033,22.556514,Train
90.05569,0.803707,83.892499,6.761939,Car
0.01506,0.035556,0.017492,0.016975,Stationary
7.299329,0.517583,7.604742,0.844782,Walking
23.165417,0.613381,15.420235,0.392135,Bicycle
37.607612,2.814715,50.91094,1.963717,Bus
87.399642,0.703564,163.827035,28.303111,Train
96.394072,1.227594,137.133363,9.135594,Car
0.019536,0.057065,0.01453,0.003618,Stationary
5.035146,0.294045,12.084025,1.248843,Walking
13.005368,0.702223,8.756055,3.026253,Bicycle
38.138269,1.564307,64.239629,0.045382,Bus
65.478744,0.935967,158.353058,17.093599,Train
71.858172,0.898666,117.824989,15.722714,Car
0.013073,0.051672,0.010494,0.018264,Stationary
4.446398,0.427548,6.978886,0.979985,Walking
20.326619,0.916599,23.648816,0.396788,Bicycle
39.806086,2.365639,62.468426,13.210266,Bus
101.498593,0.6423,116.761387,24.263637,Train
42.222831,1.435595,99.415851,7.464484,Car
0.010667,0.049369,0.018177,0.01007,Stationary
7.029886,0.4625,12.417356,0.400525,Walking
21.328959,0.944632,7.543638,0.688198,Bicycle
38.214317,1.413014,59.67743,10.715191,Bus
127.635351,0.754923,115.05205,9.459031,Train
56.420359,1.110401,109.577038,19.826877,Car
0.016127,0.040315,0.01393,0.00523,Stationary
7.88213,0.216852,8.375421,1.431387,Walking
23.976108,0.743745,34.043692,4.938853,Bicycle
32.273484,1.228997,54.073755,5.862737,Bus
76.622755,0.800854,85.765856,16.446032,Train
